"QID","itemLabel","itemDescription","article"
"Q54366468","Mediafisch","production company",NA
"Q56605214","Q56605214",NA,NA
"Q56605215","Q56605215",NA,NA
"Q30589038","Fremulon","television production company","https://en.wikipedia.org/wiki/Fremulon"
"Q30676179","Stellify Media","Northern Irish TV production company","https://en.wikipedia.org/wiki/Stellify_Media"
"Q60850953","Q60850953",NA,NA
"Q64410043","Q64410043",NA,NA
"Q64738165","Q64738165",NA,NA
"Q64976084","Q64976084",NA,NA
"Q64976115","Q64976115",NA,NA
"Q47516523","AStory","South Korean TV series production company","https://en.wikipedia.org/wiki/AStory"
"Q59348846","probono",NA,NA
"Q61977631","Monday","Danish television production company",NA
"Q64667698","Zodiac Pictures","Swiss film production company",NA
"Q47481944","Endemol Shine Israel","Israeli production company",NA
"Q26705616","Bevel Gears",NA,NA
"Q26989880","Bear Grylls Ventures",NA,NA
"Q64596984","Stenola Productions",NA,NA
"Q35230134","High Bridge Productions",NA,NA
"Q64976170","Productions Leitmotiv","production company",NA
"Q29907955","Greenway Productions",NA,NA
"Q64524518","Papy3D Productions",NA,NA
"Q64975454","Les Productions du Verseau Inc.",NA,NA
"Q64605652","Freedom From Fear","Norwegian film production company",NA
"Q48799303","Story TV","Korean drama production company","https://en.wikipedia.org/wiki/Story_TV"
"Q48790938","Screentime","Australian-based television production company","https://en.wikipedia.org/wiki/Screentime"
"Q64596855","What's Up films",NA,NA
"Q24932244","Premières Lignes",NA,NA
"Q60042029","Spelthorne Community Television",NA,NA
"Q64975503","Transfax Film Productions","Israeli film production company",NA
"Q35234323","Shore Z Productions",NA,NA
"Q64841532","Tiziano Film","film production company in Turin, Italy",NA
"Q27561052","Brad Grey Television","television production company",NA
"Q30255906","Darlow Smithson Productions","tv production company in London, United Kingdom",NA
"Q64976192","Pyramide Productions","Film production company",NA
"Q60169475","Tencent Penguin Pictures","Chinese company",NA
"Q65152074","Binge Audio",NA,NA
"Q65589027","Compagnie Commerciale Française Cinématographique","french movie company",NA
"Q65090344","Selznick Pictures","American film production company in the silent era","https://en.wikipedia.org/wiki/Selznick_Pictures"
"Q66351091","P23 Entertainment","canadian christian TV production company",NA
"Q66442281","Chomón y Fuster",NA,NA
"Q65589420","Bioskop Film","German film production company",NA
"Q65071046","Maho Film","Japanese animation studio","https://en.wikipedia.org/wiki/Maho_Film"
"Q65231745","Filminor","Finnish film production company",NA
"Q65092164","TS Productions",NA,NA
"Q65051642","Hungry Bear Media","UK television production company","https://en.wikipedia.org/wiki/Hungry_Bear_Media"
"Q65070256","Villagers Film Studio","Indian film production company","https://en.wikipedia.org/wiki/Villagers_Film_Studio"
"Q65092082","Istiqlal Films",NA,NA
"Q65092113","Les Films Jean-Pierre Lefebvre",NA,NA
"Q65178210","Filmschaft Maas & Füllmich",NA,NA
"Q65466263","Elsani Film","German film production company",NA
"Q65549009","Radio Films Española",NA,NA
"Q65953272","Madeye","Belgian film production company",NA
"Q65116473","Zillion Film","Serbian film production company",NA
"Q65180385","Cerf","film production company in Canada",NA
"Q65552208","Heart Times Coffee Cup Equals Lightning","defunct american film production company",NA
"Q65092043","film producer in Barcelona","founded in 1916 by Gelabert and Codina",NA
"Q65092093","Lama Films","Israeli film production company",NA
"Q65557474","Warner Bros. Pictures","U.S. film production company, 1923–1967",NA
"Q66086218","International Dean Film","Italian production company",NA
"Q65050748","More Moments","film production company",NA
"Q65090952","Kross Pictures","multinational film and television production company","https://en.wikipedia.org/wiki/Kross_Pictures"
"Q65092103","Q65092103",NA,NA
"Q65092114","Q65092114",NA,NA
"Q65092153","Q65092153",NA,NA
"Q65092167","Q65092167",NA,NA
"Q65128058","Q65128058",NA,NA
"Q65131675","Q65131675",NA,NA
"Q65238159","Q65238159",NA,NA
"Q65305085","Q65305085",NA,NA
"Q65305324","Q65305324",NA,NA
"Q65497732","Q65497732",NA,NA
"Q65564080","Q65564080",NA,NA
"Q65589013","Q65589013",NA,NA
"Q65589176","Q65589176",NA,NA
"Q65768184","Q65768184",NA,NA
"Q65768202","Q65768202",NA,NA
"Q65768235","Q65768235",NA,NA
"Q65949946","Q65949946",NA,NA
"Q66022586","Q66022586",NA,NA
"Q66602728","TeamWorxX Television & Film","German film production company",NA
"Q65589412","Odessa Films","French film production company",NA
"Q65231596","FJ-Filmi","former Finnish film production company",NA
"Q66494238","African Film Productions","film production company founded in 1915",NA
"Q65092129","Max Films",NA,NA
"Q65092162","Topkapi Films",NA,NA
"Q64996129","Glat Entertainment","Mexican television, music and film production company",NA
"Q66424714","Hybrid Films",NA,NA
"Q66624421","M.H. Films Productions","indian film production company",NA
"Q66730451","Vision Video","Christian film production company",NA
"Q65157958","Nouvelles Écoutes","French podcast production company",NA
"Q66140873","Grindstone Entertainment Group","film production company",NA
"Q65064081","Applause Entertainment","India-based film production studio","https://en.wikipedia.org/wiki/Applause_Entertainment"
"Q65170911","Metrafilms",NA,NA
"Q65214020","Legacy Pictures",NA,NA
"Q65589430","Mate Production",NA,NA
"Q66814370","Tobis Portuguesa S.A.","Portuguese Sound Film Company, cultural heritage monument in Lisboa, Portugal","https://en.wikipedia.org/wiki/Tobis_Portuguesa"
"Q65084821","Sikelia Productions","American film production company","https://en.wikipedia.org/wiki/Sikelia_Productions"
"Q65050604","Deverge","film production company",NA
"Q113125981","Q113125981",NA,NA
"Q65927105","Art & Industry",NA,NA
"Q66164871","Rossetti Productions","christian film production company created by Chis Rossetti",NA
"Q66165211","Sword of the Spirit Publishing","american christian publisher and film production company founded by Donald James Parker",NA
"Q65081856","Paramount Television","defunct American television production company","https://en.wikipedia.org/wiki/Paramount_Television"
"Q65563041","TC Productions","film production company",NA
"Q65092070","franC doc films",NA,NA
"Q65251596","Gum Films","movie production company",NA
"Q113453654","The Other Side Films","Spanish film production company",NA
"Q121034837","Filmstudio",NA,NA
"Q113343743","Toyin Abraham Productions","production company",NA
"Q121034842","Chartoff",NA,NA
"Q121034840","AWB Limited",NA,NA
"Q121034916","World Focus",NA,NA
"Q113299031","Dioni Visions",NA,NA
"Q113576659","Wichita Films",NA,NA
"Q121034873","London Electronic Arts",NA,NA
"Q113345467","TMPL Motion Pictures","production company",NA
"Q113238578","Sneeze films","Production company",NA
"Q113197925","French Quarter Film",NA,NA
"Q113458922","Pour toi public productions","French film production company",NA
"Q113410133","Kinosibir","Soviet Joint-stock company for film production and cinematography,, film company (1926—1929)",NA
"Q113238607","Get known production","Production company",NA
"Q113242188","Papel image studios","Production company",NA
"Q113220333","Plattform Produktion",NA,NA
"Q113360719","Schmidtz Katze Filmkollektiv",NA,NA
"Q113453995","Nouvago Capital",NA,NA
"Q121034883","Meridan",NA,NA
"Q121034828","Don Bennetts Films",NA,NA
"Q121034830","Jo Marcus Productions",NA,NA
"Q121034836","Habibi Films",NA,NA
"Q121034846","French Program Animation",NA,NA
"Q121034848","Sportmaster Programs",NA,NA
"Q121034849","Four Corner Films",NA,NA
"Q121034850","Journal Films",NA,NA
"Q121034862","Ideefixe",NA,NA
"Q121034860","M A P S",NA,NA
"Q121034865","Raceplay",NA,NA
"Q121034868","Film Associates of California",NA,NA
"Q121034870","United States. Office of Education",NA,NA
"Q121034875","Tiny Tot Productions",NA,NA
"Q121034876","Beyond Productions",NA,NA
"Q121034880","Institute for International Peace",NA,NA
"Q121034882","Fine Cut Presentations",NA,NA
"Q121034890","Siren Films",NA,NA
"Q121034895","Lion's Gate Films",NA,NA
"Q121034889","Australia. Office of Multicultural Affairs",NA,NA
"Q121034888","Channel 4 TV",NA,NA
"Q121034897","Buckeye Films",NA,NA
"Q121034901","Union Pictures Productions",NA,NA
"Q121034912","Coe-Davis Ltd",NA,NA
"Q121034913","CTC TV",NA,NA
"Q121034926","Omnipoint",NA,NA
"Q121034920","Vision Group",NA,NA
"Q121034927","Hall of Fame Corporation",NA,NA
"Q121034928","ERRE",NA,NA
"Q121034929","Pathe Films",NA,NA
"Q121034924","i Films",NA,NA
"Q121034932","Kopano P/L Productions",NA,NA
"Q121034935","Imagicians",NA,NA
"Q113291749","Corporate world pictures","Film production company",NA
"Q113460488","Popular Plays and Players","American film production company",NA
"Q113131475","Q113131475",NA,NA
"Q113132521","Q113132521",NA,NA
"Q113132847","Q113132847",NA,NA
"Q113136680","Q113136680",NA,NA
"Q113137732","Q113137732",NA,NA
"Q113141405","Q113141405",NA,NA
"Q113148432","Q113148432",NA,NA
"Q113152427","Q113152427",NA,NA
"Q113181698","Q113181698",NA,NA
"Q113181772","Q113181772",NA,NA
"Q113181779","Q113181779",NA,NA
"Q113234914","Q113234914",NA,NA
"Q113240963","Q113240963",NA,NA
"Q113240995","Q113240995",NA,NA
"Q113251043","Q113251043",NA,NA
"Q113278842","Q113278842",NA,NA
"Q113355423","Q113355423",NA,NA
"Q113390650","Q113390650",NA,NA
"Q113458913","Q113458913",NA,NA
"Q113458931","Q113458931",NA,NA
"Q113458934","Q113458934",NA,NA
"Q113459561","Q113459561",NA,NA
"Q113463801","Q113463801",NA,NA
"Q113514998","Q113514998",NA,NA
"Q113532777","Q113532777",NA,NA
"Q113536751","Q113536751",NA,NA
"Q113564659","Q113564659",NA,NA
"Q113564698","Q113564698",NA,NA
"Q113565024","Q113565024",NA,NA
"Q113565635","Q113565635",NA,NA
"Q113571791","Q113571791",NA,NA
"Q113579007","Q113579007",NA,NA
"Q113579929","Q113579929",NA,NA
"Q113130083","Kaleidoscope Productions","film production company",NA
"Q121034863","OLM",NA,NA
"Q121034838","VRT",NA,NA
"Q113303351","FilmOne Entertainment","production company",NA
"Q113242162","Crown Prince Productions","Production company",NA
"Q121034833","Peter Gabriel",NA,NA
"Q113345445","Kountry Kulture Network","production company",NA
"Q121034885","LWT",NA,NA
"Q121034921","Quinta Communications",NA,NA
"Q113238588","Golden icons media","Production company",NA
"Q113361212","Messercola Drama & Soap",NA,NA
"Q121035163","Edinburgh College of Art",NA,NA
"Q121034968","Triple Image",NA,NA
"Q121035121","Universum Film",NA,NA
"Q121035018","Magna Corporation",NA,NA
"Q121035050","Cinemedia",NA,NA
"Q121035154","Johnson and Johnson",NA,NA
"Q121035076","AFTRS",NA,NA
"Q121035080","Video School",NA,NA
"Q121035064","Radiotelevisione Italiana",NA,NA
"Q121034933","Guggenheim Productions",NA,NA
"Q121034936","Chubbuck Cinema Company",NA,NA
"Q121034937","American Book Publisher's Council",NA,NA
"Q121034946","Nielsen-Ferns International",NA,NA
"Q121034943","Psychic Television",NA,NA
"Q121034940","Wavelength Video Production",NA,NA
"Q121034947","Island Jamaica Films",NA,NA
"Q121034945","Societe Nationale Cinematographique",NA,NA
"Q121034951","Terraplen Producciones",NA,NA
"Q121034948","Toucan Films",NA,NA
"Q121034966","Highland Productions",NA,NA
"Q121034967","Berwick Street Films",NA,NA
"Q121034969","J and M Entertainment",NA,NA
"Q121034970","Infonation",NA,NA
"Q121034972","Rustic Road Productions",NA,NA
"Q121034979","Shepherd Baker Studios",NA,NA
"Q121034976","de Montignie Productions",NA,NA
"Q121034973","Studio Canal France",NA,NA
"Q121034980","Firelight Productions",NA,NA
"Q121034981","Media Productions",NA,NA
"Q121034990","A Million Monkeys",NA,NA
"Q121034984","Film Centre (Perth, W.A.)",NA,NA
"Q121034994","Montero-Fulton Productions",NA,NA
"Q121034996","Herbert Raplh Entertainment Company",NA,NA
"Q121035002","La Sept-Arte",NA,NA
"Q121035000","Arcadia Pictures",NA,NA
"Q121035006","Filmkunst",NA,NA
"Q121035014","Lightstream films",NA,NA
"Q121035005","Robin Miller Filmakers",NA,NA
"Q121035010","Basic Films",NA,NA
"Q121035011","SAF Productions",NA,NA
"Q121035012","Chedd-Angier Productions",NA,NA
"Q121035024","Poetic Films",NA,NA
"Q121035023","Department of Visual Communication, RMIT",NA,NA
"Q121035019","Media Action Research Center",NA,NA
"Q121035032","Zzoommovies",NA,NA
"Q121035039","Pacific Street Film Projects",NA,NA
"Q121035040","Holmes Associates",NA,NA
"Q121035043","Rank Film Distributors",NA,NA
"Q121035046","Graphic Video Productions",NA,NA
"Q121035047","John Moore Productions",NA,NA
"Q121035054","Silver Lion Films",NA,NA
"Q121035052","Bamforth and Company Ltd",NA,NA
"Q121035053","Pioneer LDCE",NA,NA
"Q121035056","Les Films du Chef-Lieu",NA,NA
"Q121035063","Popular Pictures",NA,NA
"Q121035060","KFM Pandemonium",NA,NA
"Q121035061","Zaga Films",NA,NA
"Q121035065","Viacom Pictures",NA,NA
"Q121035068","Eisei Gekijo Company",NA,NA
"Q121035074","Sandrew-Baumanfilm AB",NA,NA
"Q121035072","Flamenco Films SA",NA,NA
"Q121035078","Les Documents Cinematographiques",NA,NA
"Q121035077","Instructional Media",NA,NA
"Q121035083","Cinemanuel",NA,NA
"Q121035081","Endemol Entertainment",NA,NA
"Q121035091","Sara Films",NA,NA
"Q121035089","Zhe Jiang Film Studios",NA,NA
"Q121035103","Spellcaster Productions",NA,NA
"Q121035107","Management Corporation of America",NA,NA
"Q121035104","Harold Mayer Productions",NA,NA
"Q121035119","Sharmill Films",NA,NA
"Q121035122","Cinefort",NA,NA
"Q121035117","De Fina",NA,NA
"Q121035120","Video Films",NA,NA
"Q121035127","Backroads Productions",NA,NA
"Q121035130","S-L Film Productions",NA,NA
"Q121035132","Orra McMurray",NA,NA
"Q121035137","Grateful Dead Productions",NA,NA
"Q121035144","Cine Service Productions",NA,NA
"Q121035145","Alexander Salkind and Ilya Salkind Productions",NA,NA
"Q121035149","Co-operative Generale du Cinema Francais",NA,NA
"Q121035148","Top Craft",NA,NA
"Q121035155","EFVE",NA,NA
"Q121035152","Tenchijin Productions",NA,NA
"Q121035159","Tespi",NA,NA
"Q121035157","National Films Council",NA,NA
"Q121035168","Worcestershire Education Authority",NA,NA
"Q121035169","Jacques Lettienne",NA,NA
"Q121035174","Methodact",NA,NA
"Q121035178","Marble Arch Productions",NA,NA
"Q121035105","Lantana",NA,NA
"Q121035171","Brentwood",NA,NA
"Q121035128","Snapshot",NA,NA
"Q121035115","The Junction",NA,NA
"Q121034960","Australia Council",NA,NA
"Q121035098","Global Television Network",NA,NA
"Q121035055","Tianshan Film Studio","Chinese film company",NA
"Q121035259","Reverse Angle International",NA,NA
"Q121035283","National Aboriginal Employment Development Committee",NA,NA
"Q121035345","Silver Fox",NA,NA
"Q121035376","Couch Potato",NA,NA
"Q121035337","Shanghai Film Studio",NA,NA
"Q121035261","Kodak Cinegraph",NA,NA
"Q121035346","Australian Bureau of Statistics",NA,NA
"Q121035372","Creative Services",NA,NA
"Q121035197","Videoland",NA,NA
"Q121035265","Lola Films",NA,NA
"Q121035231","Triangle Productions",NA,NA
"Q121035277","John Wiley and Sons",NA,NA
"Q121035268","Reuters Television",NA,NA
"Q121035249","National Endowment for the Arts",NA,NA
"Q121035288","FilmTeknik",NA,NA
"Q121035177","Cinema Productions",NA,NA
"Q121035176","Mark Gould Productions",NA,NA
"Q121035182","Compagnia Cinematografica Champion S P A",NA,NA
"Q121035179","Forefront Films",NA,NA
"Q121035186","Rath Films",NA,NA
"Q121035181","Queensland. Dept. of Education",NA,NA
"Q121035185","International Arts",NA,NA
"Q121035192","ECPAT Australia",NA,NA
"Q121035193","New Star Entertainment",NA,NA
"Q121035199","Australian Road Safety Council",NA,NA
"Q121035202","Manitoba TV",NA,NA
"Q121035203","DNA (Korea)",NA,NA
"Q121035206","Commonwealth Department of Human Services and Health",NA,NA
"Q121035204","Cambridge Film Productions",NA,NA
"Q121035212","Cherry Film Productions",NA,NA
"Q121035215","Tatsunoko Production Co",NA,NA
"Q121035217","Ethel Turner Productions",NA,NA
"Q121035213","Cappy Productions",NA,NA
"Q121035216","Cooking Jewish Productions",NA,NA
"Q121035221","Aardman Chicken Run Ltd",NA,NA
"Q121035227","Roadshow Films",NA,NA
"Q121035234","European Art School",NA,NA
"Q121035232","Seventh Art Productions",NA,NA
"Q121035233","O'Quinn Productions",NA,NA
"Q121035236","International Productions",NA,NA
"Q121035240","Highway Films",NA,NA
"Q121035251","Firehouse Productions",NA,NA
"Q121035266","McBrearty Film Productions",NA,NA
"Q121035260","Public Service Board",NA,NA
"Q121035273","Panoptic Productions",NA,NA
"Q121035281","Baby Productions",NA,NA
"Q121035290","Howard Hawks Productions",NA,NA
"Q121035285","Galatea Film",NA,NA
"Q121035294","Fulman Productions",NA,NA
"Q121035295","Genesis Home Video",NA,NA
"Q121035293","Wisteria Films",NA,NA
"Q121035298","Oz Films",NA,NA
"Q121035296","Honlodge",NA,NA
"Q121035303","Bravo Network",NA,NA
"Q121035306","Mirador Films",NA,NA
"Q121035305","Windhover Productions",NA,NA
"Q121035315","Video Postcard Souvenirs",NA,NA
"Q121035319","Horizon (GB)",NA,NA
"Q121035320","Media Generalists",NA,NA
"Q121035331","7th Art Releasing",NA,NA
"Q121035322","Cohuna Historical Society Productions",NA,NA
"Q121035324","Sverides Radio Sweeden",NA,NA
"Q121035330","Zari Productions",NA,NA
"Q121035338","Blow Up Pictures",NA,NA
"Q121035341","Stockley Chase Productions",NA,NA
"Q121035344","World Films Production",NA,NA
"Q121035351","Billy's Holiday Pty Ltd",NA,NA
"Q121035348","Australian Credit Unions",NA,NA
"Q121035358","TopShelf Productions",NA,NA
"Q121035354","France Z",NA,NA
"Q121035353","Women's Film Fund (Australia)",NA,NA
"Q121035357","Ghana Government Film Unit",NA,NA
"Q121035367","Aliceleo",NA,NA
"Q121035361","Albatross Film Pty Ltd",NA,NA
"Q121035377","Video Education Australia",NA,NA
"Q121035380","Ramsey Films",NA,NA
"Q121035386","Dogstar Films",NA,NA
"Q121035381","Yael Corporation",NA,NA
"Q121035390","State of Victoria, Department of Human Services",NA,NA
"Q121035388","Roxbury and Punch",NA,NA
"Q121035394","Film Makers Australia",NA,NA
"Q121035395","Sanggar Film",NA,NA
"Q121035393","Pressure Productions",NA,NA
"Q121035399","Intercon Productions",NA,NA
"Q121035403","Skandia Insurance",NA,NA
"Q121035409","IFC Productions (US)",NA,NA
"Q121035414","Frankfurter Film",NA,NA
"Q121035383","ITV",NA,NA
"Q121035333","DIC Entertainment",NA,NA
"Q121035401","Bravo",NA,NA
"Q121035362","Brooklyn Museum",NA,NA
"Q121035267","Cineville",NA,NA
"Q121035313","IMG Artists",NA,NA
"Q121035241","HTV Cymru Wales",NA,NA
"Q121035287","Wild Strawberries",NA,NA
"Q121035211","GMH",NA,NA
"Q121035406","Boston University",NA,NA
"Q121035374","Intervision",NA,NA
"Q121035356","Fulcrum",NA,NA
"Q121035407","South West Institute of TAFE",NA,NA
"Q121035415","National Aeronautics and Space Administration",NA,NA
"Q121035590","American Masters",NA,NA
"Q121035520","Rand McNally",NA,NA
"Q121035549","Polar Film",NA,NA
"Q121035635","Video Arts",NA,NA
"Q121035421","Lolafilms",NA,NA
"Q121035527","Paddington Films","UK production company",NA
"Q121035470","Cargo Films",NA,NA
"Q121035412","Landseer Film and Television Productions",NA,NA
"Q121035413","Skyline Films",NA,NA
"Q121035417","Australia. Department of the Attorney-General",NA,NA
"Q121035424","Knaus Films",NA,NA
"Q121035425","S O H I O",NA,NA
"Q121035427","Tom Hegarty Productions",NA,NA
"Q121035434","Robert Anderson Associates",NA,NA
"Q121035435","Turin Film Corporation",NA,NA
"Q121035436","Martin Productions",NA,NA
"Q121035439","Clifford Ross Co",NA,NA
"Q121035437","BBC Bookmark",NA,NA
"Q121035441","Vic Films",NA,NA
"Q121035448","Gaumont British Picture Corporation",NA,NA
"Q121035445","Children's Film and Television Foundation",NA,NA
"Q121035447","R H Materna Productions",NA,NA
"Q121035449","Artic Productions",NA,NA
"Q121035444","Film Group of India",NA,NA
"Q121035455","Heartland Productions",NA,NA
"Q121035459","Flying Carpet Films",NA,NA
"Q121035452","Venture Films",NA,NA
"Q121035463","On the Box Productions",NA,NA
"Q121035464","Super Fresh Oyster Films",NA,NA
"Q121035468","Beeldhuis",NA,NA
"Q121035475","Bluestone Productions",NA,NA
"Q121035469","Films de la Lagune",NA,NA
"Q121035480","Hachette Premiere",NA,NA
"Q121035476","Sveriges TV",NA,NA
"Q121035479","Fandango Australia",NA,NA
"Q121035482","M I G Productions",NA,NA
"Q121035484","Abbey Home Entertainment",NA,NA
"Q121035488","Valley Filmworks",NA,NA
"Q121035486","Crusader Entertainment",NA,NA
"Q121035498","Essential Films",NA,NA
"Q121035502","Oxford Films (U.S.)",NA,NA
"Q121035499","Beckworth Corporation",NA,NA
"Q121035501","Minimal Produkten",NA,NA
"Q121035507","Springall Pictures",NA,NA
"Q121035511","Artvision",NA,NA
"Q121035508","Chargetex 6 S A",NA,NA
"Q121035515","Corporation Image M and M",NA,NA
"Q121035517","Macumba Media Enterprises",NA,NA
"Q121035516","Ilios Films",NA,NA
"Q121035522","VCL Communications",NA,NA
"Q121035523","Viscom Productions",NA,NA
"Q121035530","Kreines Films",NA,NA
"Q121035528","Film Images",NA,NA
"Q121035532","Wind & Foster Media",NA,NA
"Q121035538","Ross Wood Productions",NA,NA
"Q121035542","IMF Internationale Medien und Film GmbH & Co. Produktions KG",NA,NA
"Q121035541","Cineteve",NA,NA
"Q121035540","Illusion Entertainment Group",NA,NA
"Q121035544","Behavioural Sciences Media Lab",NA,NA
"Q121035546","Ward Lock Educational",NA,NA
"Q121035545","Centre for Health Promotion and Research",NA,NA
"Q121035554","Initial Groupe (FR)",NA,NA
"Q121035557","Ballpark Productions",NA,NA
"Q121035561","University of Southern California. Division of Cinema",NA,NA
"Q121035567","James Archibald and Associates",NA,NA
"Q121035563","Paravision International",NA,NA
"Q121035573","Limelight Entertainment",NA,NA
"Q121035577","Bricklaying Training School (WA)",NA,NA
"Q121035583","Kingwest Productions",NA,NA
"Q121035587","Mutual Productions",NA,NA
"Q121035586","Ifage Filmproduktion (DE)",NA,NA
"Q121035585","Screenscope Productions",NA,NA
"Q121035588","Fos Films",NA,NA
"Q121035601","Cambridge Educational",NA,NA
"Q121035599","Stagescreen",NA,NA
"Q121035600","APJAC Productions",NA,NA
"Q121035602","Australian Contemporary Music Development Co (AUSMUSIC)",NA,NA
"Q121035605","Seedwillow",NA,NA
"Q121035610","RM Productions",NA,NA
"Q121035611","Frost Productions",NA,NA
"Q121035613","Digital Media Lab, Inc",NA,NA
"Q121035614","Travelling Circus Films",NA,NA
"Q121035623","Jason Films Productions",NA,NA
"Q121035621","Corbitt Design Inc",NA,NA
"Q121035630","Ellbar Productions",NA,NA
"Q121035628","Atchafalaya Films Inc",NA,NA
"Q121035634","MacDonald Parkes Productions",NA,NA
"Q121035632","Real World Multi Media",NA,NA
"Q121035420","Zoo Nation","UK production company",NA
"Q121035589","Palladio Film",NA,NA
"Q121035521","Eldorado",NA,NA
"Q121035416","Episcopal Church",NA,NA
"Q121035565","CML",NA,NA
"Q121035543","La Sept",NA,NA
"Q121035428","Rediffusion",NA,NA
"Q121035558","CPL",NA,NA
"Q121035519","Department of Home Affairs",NA,NA
"Q121035597","Ohio State University",NA,NA
"Q121035537","Philips",NA,NA
"Q121035666","Video Sports",NA,NA
"Q121035639","Pepsi-Cola",NA,NA
"Q121035783","Outerspace",NA,NA
"Q121035698","Museum of Fine Arts, Houston",NA,NA
"Q121035752","Arena Films",NA,NA
"Q121035678","British Sky Broadcasting",NA,NA
"Q121035803","Niche Pictures",NA,NA
"Q121035692","Paragon Films",NA,NA
"Q121035642","Nick A'Hern Productions",NA,NA
"Q121035641","JEF Films",NA,NA
"Q121035645","Maple Entertainment",NA,NA
"Q121035644","Dragon Productions",NA,NA
"Q121035654","LeMancha",NA,NA
"Q121035652","Zoetrope Studios",NA,NA
"Q121035658","World Film Services",NA,NA
"Q121035657","Pressman Williams Badlands",NA,NA
"Q121035662","Monty Filmgesellschaft",NA,NA
"Q121035664","Kodak Australasia",NA,NA
"Q121035660","Francoriz",NA,NA
"Q121035670","Heva Productions",NA,NA
"Q121035669","Burberry Productions",NA,NA
"Q121035668","Women's Program of the AFC",NA,NA
"Q121035682","Prairie Films",NA,NA
"Q121035681","Foreign Film Productions",NA,NA
"Q121035694","Fox-Fire Films",NA,NA
"Q121035696","Mobil Masterpiece Theatre",NA,NA
"Q121035703","Lee Caplin Productions",NA,NA
"Q121035699","Xiaoxiang Film Studio",NA,NA
"Q121035706","Bare Boards Production",NA,NA
"Q121035700","Corporation for Community Television",NA,NA
"Q121035704","Zodiac Enterprises",NA,NA
"Q121035707","New South Wales. Dept. of Environment and Planning",NA,NA
"Q121035709","Hollywood House Video",NA,NA
"Q121035715","Curbishley-Baird Productions",NA,NA
"Q121035705","Sorena P",NA,NA
"Q121035710","Greycat Releasing",NA,NA
"Q121035714","Jack Wrather Productions",NA,NA
"Q121035713","Berwin and Dempsey Productions",NA,NA
"Q121035719","Brian Lapping Associates",NA,NA
"Q121035723","Heumann-Reiss Production Group",NA,NA
"Q121035722","Ned Lander Media Pty Ltd",NA,NA
"Q121035712","Felix Media",NA,NA
"Q121035721","Paper Bark Films",NA,NA
"Q121035724","SEDIF",NA,NA
"Q121035726","Robert Lawrence Productions",NA,NA
"Q121035720","Primitive Entertainment",NA,NA
"Q121035729","Films Feuer and Martin",NA,NA
"Q121035728","Chateau Productions International",NA,NA
"Q121035734","Sokal-Kerr Productions",NA,NA
"Q121035735","ICreateFilms",NA,NA
"Q121035743","Bloom Productions",NA,NA
"Q121035746","Essential Productions",NA,NA
"Q121035751","Learning in Focus",NA,NA
"Q121035745","Kaktus S A",NA,NA
"Q121035744","Isis Productions",NA,NA
"Q121035747","Babelsberg International Film Produktion",NA,NA
"Q121035749","First Fleet Re-enactment Company",NA,NA
"Q121035753","Aaru Productions",NA,NA
"Q121035766","Films for the Humanities",NA,NA
"Q121035757","Antarctic Films",NA,NA
"Q121035760","Blue Relief",NA,NA
"Q121035765","Finn Productions",NA,NA
"Q121035770","Cameracraft Film Productions",NA,NA
"Q121035774","Zanthus Films",NA,NA
"Q121035775","Television New Zealand. New Zealand Natural History Unit",NA,NA
"Q121035778","TV 3 New Zealand",NA,NA
"Q121035779","Outback Explorers Video Productions",NA,NA
"Q121035777","Ciak Studio",NA,NA
"Q121035785","Central Independent Television (UK)",NA,NA
"Q121035790","Video Education Australasia",NA,NA
"Q121035792","Walter Rothschild Enterprises",NA,NA
"Q121035793","King Hit",NA,NA
"Q121035796","Arbor Productions",NA,NA
"Q121035800","R.E. W",NA,NA
"Q121035801","Shaper-Panahi Productions",NA,NA
"Q121035807","Little Bird (Dublin)",NA,NA
"Q121035804","Refuge Productions",NA,NA
"Q121035810","Cunningham Dance Foundation",NA,NA
"Q121035811","III Task Pictures",NA,NA
"Q121035814","Shell Oil Company",NA,NA
"Q121035830","Richard Gabourie Productions",NA,NA
"Q121035834","Valhalla Film Productions",NA,NA
"Q121035842","Lives and Legacies Films",NA,NA
"Q121035847","Peter V Miller Investment Corporation",NA,NA
"Q121035845","Artists Entertainment Complex Productions",NA,NA
"Q121035850","Cicada Films",NA,NA
"Q121035853","China Films Co-Production",NA,NA
"Q121035858","Lucas Produkzions",NA,NA
"Q121035871","11 Film",NA,NA
"Q121035869","Trojan Films",NA,NA
"Q121035874","Sofilmka",NA,NA
"Q121035883","Stonebridge Entertainment",NA,NA
"Q121035859","Prime Time",NA,NA
"Q121035756","Solar",NA,NA
"Q121035733","Powerhouse",NA,NA
"Q121035674","Educational Broadcasting",NA,NA
"Q121035813","Yale University",NA,NA
"Q121035725","Loews Incorporated",NA,NA
"Q121035736","Bell Telephone Laboratories",NA,NA
"Q121035843","Golar",NA,NA
"Q157118","National Geographic","American television channel","https://en.wikipedia.org/wiki/National_Geographic_(American_TV_channel)"
"Q67219653","BE-TV",NA,NA
"Q67172951","Bigger Bang","TV producer",NA
"Q158948","Mitteldeutscher Rundfunk","public broadcaster for the federal states of Thuringia, Saxony and Saxony-Anhalt","https://en.wikipedia.org/wiki/Mitteldeutscher_Rundfunk"
